gene,g,var_g,logFC,n_dn,n_ctrl
ADAMTS8,0.5963298652712673,0.07551668008487904,0.05566075609756016,41,20
ADAMTS9,-0.3583063465331038,0.073591037116671,-0.2389036341463413,41,20
ADAMTS9-AS1,-0.632947279032755,0.07589814576132413,-0.5306856097560999,41,20
ADAMTS9-AS2,-0.4382906257434443,0.07413099673233778,-0.25685609756097527,41,20
ADAMTSL1,0.906530620250296,0.0794674297224802,0.2057782317073178,41,20
ADAMTSL2,0.7954175786517574,0.07786481412058902,0.09881897560975572,41,20
ADAMTSL3,1.1205720485078376,0.08314441235337568,0.6741944512195119,41,20
ADAMTSL4,-0.2619447143100961,0.07308452521318878,-0.031517817073171805,41,20
ADAMTSL5,0.4126804240494887,0.07394630571351647,0.04410346341463267,41,20
ADAP1,0.3889939228882808,0.07378538316818044,0.03518028048780364,41,20
ADAP2,0.8363890243867058,0.07843140289759173,0.3887809268292699,41,20
ADAR,0.038868135146675926,0.07251584469263608,0.009723634146338256,41,20
ADARB1,2.2279755714213443,0.11456978041230122,0.4398522317073157,41,20
ADARB2,0.06560297468181196,0.07253951433973205,0.006209243902438821,41,20
ADARB2-AS1,0.6400421997265744,0.07597468609518737,0.0934501219512196,41,20
ADAT1,-0.8610530988762128,0.07878619814309837,-0.2279715853658546,41,20
ADAT2,1.5285107056821667,0.09230257558632436,0.348300731707317,41,20
ADAT3,-0.9027778781166066,0.07940988846625424,-0.09670371951219492,41,20
ADC,-0.09043197551750254,0.07257234647455318,-0.007984780487803711,41,20
ADCK1,-0.6838440045122983,0.0764661149517686,-0.07923513414634176,41,20
ADCK2,-0.821602160572451,0.07822363603439489,-0.3029044878048781,41,20
ADCK3,-0.33031996704411926,0.07342771374940091,-0.035414036585366127,41,20
ADCK4,-0.26739655184563826,0.07310898184525606,-0.03739743902439052,41,20
ADCK5,-0.38692740062226905,0.07377179453519987,-0.028899621951218535,41,20
ADCY1,-0.16816959281044053,0.07274271147243482,-0.07597660975609877,41,20
ADCY10,0.10287102273505908,0.07259272363660878,0.007548914634146087,41,20
ADCY10P1,0.49099094038320445,0.07454602580796324,0.19507828048780596,41,20
ADCY2,0.27762672761399326,0.07315623340412655,0.03824943902439104,41,20
ADCY3,1.2201350566313223,0.0851193940527288,0.30730962195122036,41,20
ADCY4,1.1695355115611514,0.08409468012376171,0.45075754878048624,41,20
ADCY5,0.4646685686940748,0.07433284593672439,0.05649978048780557,41,20
ADCY6,0.5453988380421152,0.07502388842660143,0.09960013414633995,41,20
ADCY7,1.1221463427629212,0.08317433352862269,0.25868562195122013,41,20
ADCY8,-0.05445377335113175,0.07252817080706317,-0.005285463414633984,41,20
ADCY9,-1.2494884638503314,0.08573373189064695,-0.27468789024390006,41,20
ADCYAP1,-0.40522777306732227,0.0738946482192066,-0.2151329756097562,41,20
ADCYAP1R1,-0.1744048135022245,0.07276081339639004,-0.016130134146341568,41,20
