gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE142025,g_GSE162830,g_GSE166239,stouffer_z,stouffer_p,is_IEG
TNKS2,3,-0.8346404176417204,0.25360462211379203,-3.291108855528739,0.0009979328900799076,0.0,0.09527212395777243,0.0,-0.8581463976934772,0,3,True,"GSE142025,GSE162830,GSE166239",0.016434766235115604,-0.8588759772109843,-0.7461284161164828,-0.9561071728273286,-3.152872701855495,0.0016167229233748478,False
GNAL,3,-0.8397834191989917,0.2552000758617053,-3.290686401104662,0.0009994326224757079,0.0,0.9974083772383298,0.0,-0.7984171848899431,0,3,True,"GSE142025,GSE162830,GSE166239",0.016443922581696635,-0.8916813293138406,-0.5810313826662455,-1.2980574413717605,-3.2776813971496614,0.0010466345697709262,False
MBTD1,3,-0.8386170953094177,0.2550878940362733,-3.2875613265683516,0.0010105917542989158,0.0,0.874628592336586,0.0,-1.1871582818994348,0,3,True,"GSE142025,GSE162830,GSE166239",0.01658055624002289,-0.5718674348049804,-1.055691513395029,-1.0447693862500955,-3.2951944185638524,0.0009835360827361787,False
GATM,3,-0.8339122179037695,0.2536793069828814,-3.2872693788935767,0.0010116401209910074,0.0,1.9043379935422342,0.0,-0.9869856547865462,0,3,True,"GSE142025,GSE162830,GSE166239",0.016582142491201612,-1.2594901696457912,-0.6403772849602932,-0.4219694574061939,-3.4883244545167926,0.0004860578730148112,False
CTSV,3,-1.300201270422408,0.39573101959354495,-3.2855682421808727,0.0010177688506258131,0.22856023717271254,3.926295844330663,49.06140343734207,-1.805721717483481,0,3,True,"GSE142025,GSE162830,GSE166239",0.01666692147866933,-1.533869394980983,-0.6562919311452414,-2.068476292940624,-4.898543241532842,9.65497926103256e-07,False
C9orf78,3,-0.8350095430519272,0.2542278626077272,-3.2844926377733206,0.001021661673798418,0.0,0.262170751339966,0.0,-0.9199180594972933,0,3,True,"GSE142025,GSE162830,GSE166239",0.016714960567383697,-0.7614126913811942,-0.785489348283622,-1.105234371902339,-3.2516216633155697,0.0011474865335442607,False
PCSK5,3,-0.8325218421039557,0.25362840302417633,-3.2824472029838008,0.0010291025502931234,0.0,0.06150059804125969,0.0,-1.127011017222144,0,3,True,"GSE142025,GSE162830,GSE166239",0.016805138553240284,-0.8034565344401732,-0.7995005726882463,-0.9603278024747004,-3.3576636171424648,0.0007860420729411189,False
MTUS1,3,-0.8405132784694985,0.2561088815401098,-3.2818591585542642,0.0010312510000583222,0.0,1.8836331963126383,0.0,-0.43804561004402576,0,3,True,"GSE142025,GSE162830,GSE166239",0.016824454517805437,-0.9846679056408504,-0.4551755560851914,-1.4029963587181815,-3.2727729028084918,0.001064980073068115,False
TSPAN5,3,-0.8312521786275255,0.25330968932490877,-3.2815648735856935,0.0010323277426698948,0.0,1.2659359652763493,0.0,-0.8757209501596782,0,3,True,"GSE142025,GSE162830,GSE166239",0.016826266219158323,-1.179525140461396,-0.643171284144987,-0.5305862137345114,-3.414993552325093,0.0006378352137479034,False
SLC3A2,3,-0.8319372650422081,0.2535442775642018,-3.2812306908861206,0.0010335517263347662,0.0,1.4770920713481706,0.0,-0.8430956592532297,0,3,True,"GSE142025,GSE162830,GSE166239",0.016830472223978474,-1.0578827640251407,-0.9242333615731534,-0.2681417592362415,-3.4052906851232514,0.0006609365951224784,False
NAT1,3,-1.185206803473315,0.36136755384835184,-3.2797820137739535,0.0010388732231480973,0.15554389987381773,3.3117835822868433,39.609580447917864,-1.219991963949059,0,3,True,"GSE142025,GSE162830,GSE166239",0.016901332437098456,-1.0024721225685422,-0.8396729443766202,-2.369881064468564,-4.385313980231494,1.1581859726091451e-05,False
PFKFB1,3,-0.8404549038305679,0.25633660937406644,-3.278715848987884,0.0010428058023994253,0.0,1.6970843142029772,0.0,-1.2812900536222496,0,3,True,"GSE142025,GSE162830,GSE166239",0.016948808554690196,-0.8781009632624331,-0.5305489679157264,-1.499728167866778,-3.438907773674396,0.0005840661748885527,False
HAGH,3,-0.841015895551638,0.25654710023959776,-3.278212440390812,0.001044667422884296,0.0,1.9210129463111407,0.0,-0.7930661174413887,0,3,True,"GSE142025,GSE162830,GSE166239",0.016948808554690196,-0.9095934888919376,-0.494816481748874,-1.5182998308112736,-3.360925373831213,0.0007768181111219368,False
KTN1,3,-1.0043003844747553,0.30635716732505586,-3.2782010397986117,0.0010447096182126532,0.07683806035878958,2.7408372076432066,27.029595394329835,-0.7147621426658164,0,3,True,"GSE142025,GSE162830,GSE166239",0.016948808554690196,-1.5619105430757918,-0.6735574451906811,-0.6856116039877685,-4.0408865656442865,5.324951208966788e-05,False
ACE2,3,-0.9463892654585583,0.2887580942030282,-3.277446708708169,0.0010475050192682443,0.04549434564561865,2.429610209535911,17.682268861471922,-1.1266331280871116,0,3,True,"GSE142025,GSE162830,GSE166239",0.016962571984879077,-1.2450256615078912,-0.4591263707834002,-1.339581056057496,-3.825083306055835,0.0001307278737290834,False
HBP1,3,-0.9773658722074189,0.2982895074350224,-3.2765680583663253,0.0010507698479572704,0.06440449728755497,2.6274970905268598,23.881932839782344,-0.7848109026658325,0,3,True,"GSE142025,GSE162830,GSE166239",0.016995135357314728,-1.507863386886216,-0.7683117834757869,-0.5016514802492273,-3.9885007463047297,6.649219381449665e-05,False
AGTR1,3,-0.8304945969924036,0.25347926170101304,-3.276380842437512,0.0010514667077126537,0.0,0.783309616169569,0.0,-0.8543809993861347,0,3,True,"GSE142025,GSE162830,GSE166239",0.016995135357314728,-1.0800551053021372,-0.5777680172846884,-0.8225796591693483,-3.401190707266113,0.000670930039272057,False
RAB3IP,3,-0.9788549455719897,0.29894565589356903,-3.2743574836239895,0.0010590254356834432,0.055473534113288134,2.49706432544626,19.905947971821984,-0.8745320324439682,0,3,True,"GSE142025,GSE162830,GSE166239",0.01708561036235955,-0.7623478438767844,-0.801256141604682,-1.9568792714986192,-3.1792043205462392,0.0014767995247690516,False
SUCO,3,-0.8311923067356985,0.25387379554372635,-3.2740374206621765,0.001060225700176204,0.0,0.19720675699106044,0.0,-1.0744406531360131,0,3,True,"GSE142025,GSE162830,GSE166239",0.017089151341230506,-0.7026802311054654,-0.919375847123354,-0.9480354406642172,-3.2394155094064487,0.0011977494673948606,False
DERA,3,-0.8396383380338681,0.2565081731346265,-3.273339511069653,0.001062847288408277,0.0,1.482033742562221,0.0,-0.9658133924724841,0,3,True,"GSE142025,GSE162830,GSE166239",0.017115574078766932,-0.5589634259705419,-0.9052625095194756,-1.435909726138731,-3.278575383043118,0.0010433249407764513,False
STAC,3,-0.8329973928397748,0.2545478865700041,-3.272458491265805,0.0010661652649775505,0.0,1.3247998521586006,0.0,-0.7768337752873212,0,3,True,"GSE142025,GSE162830,GSE166239",0.017153151963960146,-1.0702252072972376,-0.4755659327534082,-1.079386826857387,-3.384763259627841,0.0007123966810546898,False
PRKRA,3,-1.049597984421759,0.32106138673227175,-3.26915047338596,0.001078709190793186,0.09841367807326593,2.9203446129016375,31.51493179386074,-0.6818233004403882,0,3,True,"GSE142025,GSE162830,GSE166239",0.017338956587066856,-1.51569018293159,-0.5335446315643502,-1.1743834374554465,-3.981143562616252,6.858450835722407e-05,False
ERICH4,3,-0.8287498452483126,0.25361511769134915,-3.2677462321347313,0.0010840752003165633,0.0,0.45378944645827796,0.0,-1.1532337939773147,0,3,True,"GSE142025,GSE162830,GSE166239",0.01740914865466894,-0.9651587969434484,-0.6157485628838225,-0.967101735180452,-3.3884253193139076,0.0007029516850274567,False
PPP2R5E,3,-1.0937269496671356,0.3348852248314485,-3.265975530027103,0.0010908767557122618,0.12507753398873767,3.1756336846307307,37.02044383521004,-0.8278448880132734,0,3,True,"GSE142025,GSE162830,GSE166239",0.017502243638609992,-1.6984679299820034,-0.687173412622785,-0.8445352947798707,-4.306622263506918,1.6576632381253996e-05,False
ITPR2,3,-1.1275651612992619,0.34529836998436186,-3.265480695290649,0.0010927845400462398,0.13945707358819637,3.2694831850311026,38.82825245418798,-0.6247440251712923,0,3,True,"GSE142025,GSE162830,GSE166239",0.017516722930787196,-1.575404793474277,-0.5578230220583532,-1.3729518622826502,-3.9480432921563606,7.879255833973979e-05,False
SPAG16,3,-0.9915640032879889,0.30396027711204754,-3.2621499516611934,0.00110570637802259,0.06291144480830183,2.5613878943356356,21.91733222356181,-1.007063746220719,0,3,True,"GSE142025,GSE162830,GSE166239",0.017696253722641647,-0.7471145130949466,-0.8347409506758703,-1.9799287663976772,-3.736083340309768,0.00018690874422864665,False
TM9SF4,3,-0.8266057195501022,0.2534066167786319,-3.2619737008374927,0.001106394075050709,0.0,0.8313122760621728,0.0,-0.5678349513704765,0,3,True,"GSE142025,GSE162830,GSE166239",0.017696253722641647,-1.0847808946765791,-0.5674808370960372,-0.8151326253960853,-3.229152610186092,0.001241576207245719,False
CDS1,3,-0.8267314240254132,0.2535289177320991,-3.260895961773521,0.0011106078175217716,0.0,1.160088287552448,0.0,-0.8630607324833196,0,3,True,"GSE142025,GSE162830,GSE166239",0.01773714996562727,-1.143381518878008,-0.5338276899598636,-0.7748942749319643,-3.38426318818916,0.0007136955512946763,False
MFAP3,3,-0.8282224598623951,0.2540276097073576,-3.260363945543226,0.0011126933598075762,0.0,1.605611539658709,0.0,-1.0567877372213186,0,3,True,"GSE142025,GSE162830,GSE166239",0.01775418415868792,-0.8389179286529923,-1.1588602919304185,-0.2888782382822603,-3.2458990390975844,0.0011708035294635479,False
FHOD3,3,-0.8243201645749809,0.2528797845060103,-3.259731362810415,0.0011151778425080225,0.0,0.09691491407929699,0.0,-0.8224643525614393,0,3,True,"GSE142025,GSE162830,GSE166239",0.017762647073732717,-0.8595497935972812,-0.8704233254666189,-0.6712721633304953,-3.129586876922925,0.0017505230052666083,False
TMED6,3,-0.8669643519954551,0.2659636609187722,-3.2597098002055027,0.0011152626204467167,0.0119045747383943,2.112549269330502,5.327651807437865,-1.0395823842566916,0,3,True,"GSE142025,GSE162830,GSE166239",0.017762647073732717,-0.4574905998850354,-1.160416415054058,-1.2891319748877992,-3.361299124159123,0.0007757676187980512,False
ENOSF1,3,-0.8259293062751634,0.25342588134886035,-3.2590566594033374,0.0011178334073204904,0.0,0.8487428884283549,0.0,-1.2344831510981416,0,3,True,"GSE142025,GSE162830,GSE166239",0.017769844201246072,-0.8145314469105168,-1.0748488247080217,-0.4414053815345821,-3.32777456495016,0.000875426760263449,False
CCDC91,3,-1.238893199054722,0.38016642538896533,-3.258818023677801,0.0011187740523856142,0.20721558457314396,3.8388432510621655,47.90097252742419,-0.9558500176328275,0,3,True,"GSE142025,GSE162830,GSE166239",0.017769844201246072,-1.7837690890512057,-0.6343053756957124,-1.3845690801584765,-4.6750950590651765,2.938174912240689e-06,False
GGT1,3,-0.8255964436601355,0.2534208909698792,-3.257807359529264,0.001122765968021954,0.0,0.41241583985140834,0.0,-0.8643724153948238,0,3,True,"GSE142025,GSE162830,GSE166239",0.017783977516682092,-0.9683171968437154,-0.6230853111679431,-0.9279517138515914,-3.3286389607787856,0.0008727145615704808,False
CYP39A1,3,-0.826208290734311,0.25360975919057915,-3.257793759085759,0.001122819776664002,0.0,0.4696087324645979,0.0,-0.9232520273410724,0,3,True,"GSE142025,GSE162830,GSE166239",0.017783977516682092,-0.9578172205582997,-0.609952587679078,-0.98201739103352,-3.3555401644176124,0.0007921015356625145,False
IGF1R,3,-1.0046915000186019,0.30839882621617015,-3.2577669388221664,0.001122925895040628,0.08028661607925876,2.7755035210300343,27.941002962310506,-0.50150651378158,0,3,True,"GSE142025,GSE162830,GSE166239",0.017783977516682092,-1.3080565647799978,-1.224090141525631,-0.251527300210758,-3.840436228200778,0.00012281587460883015,False
NEDD1,3,-1.0421045191229343,0.31990343756968925,-3.2575596156134377,0.0011237465131925496,0.0930499485036896,2.8517688604097593,29.86808896873122,-0.775319852473368,0,3,True,"GSE142025,GSE162830,GSE166239",0.017783977516682092,-1.31584289737809,-0.5093231017824986,-1.559450979833631,-4.016925507735253,5.896235208817712e-05,False
COG6,3,-1.1377445167953477,0.34930435068260746,-3.2571724760140475,0.0011252803576162367,0.14522599542374523,3.30768282564321,39.53471038713994,-0.9432576651712793,0,3,True,"GSE142025,GSE162830,GSE166239",0.0177920916071736,-1.5203947466677192,-0.5513328539616098,-1.5258128928494523,-4.368295607398526,1.2521993062655668e-05,False
GPT2,3,-0.9048038656145648,0.27788978828524324,-3.255980981517098,0.00113001320449375,0.02925391983011728,2.276314847984454,12.138691984068673,-1.0350286300217826,0,3,True,"GSE142025,GSE162830,GSE166239",0.017850725362737175,-1.1132143927000868,-0.4523141866988757,-1.4375030192557243,-3.6608171471501385,0.0002514121412431376,False
CNOT4,3,-1.1325758294886052,0.34796827607144526,-3.254824957824786,0.0011346227371621049,0.14514323985977687,3.323781542435776,39.82757366976849,-0.5623769640426884,0,3,True,"GSE142025,GSE162830,GSE166239",0.01790730667781931,-1.612388921711775,-0.5672990318271786,-1.3168698877263278,-4.0286743598295605,5.609225132996424e-05,False
CYP4F3,3,-0.8245500240296678,0.2535063275548832,-3.252581629747114,0.0011436174225164517,0.0,1.2762018045791481,0.0,-1.3583187184703631,0,3,True,"GSE142025,GSE162830,GSE166239",0.018016627459246523,-1.1615980270254778,-0.5244680421475785,-0.7504378104756453,-3.4319571668945557,0.0005992421941798692,False
ABCC6,3,-0.8615025157189183,0.26503720495240934,-3.250496532641942,0.001152036732620663,0.012810321714606157,2.1236875016472747,5.824185599403602,-0.9660399234034154,0,3,True,"GSE142025,GSE162830,GSE166239",0.01813227745977206,-1.1507329745567028,-0.4113473993487939,-1.2094032435121491,-3.528965301522976,0.00041718782706103334,False
CLEC18A,3,-0.8324074847535311,0.2561057515738758,-3.2502490851456587,0.0011530396823592425,0.0,1.6790400324673647,0.0,-1.1556789677972847,0,3,True,"GSE142025,GSE162830,GSE166239",0.01813227745977206,-0.8696613705459975,-0.5240003413240955,-1.4861915085210609,-3.3987118178161753,0.0006770401383796942,False
TEK,3,-0.8243840406744705,0.25367130026873197,-3.2498120197323943,0.0011548131598418587,0.0,0.15340243345567023,0.0,-1.0338804378263509,0,3,True,"GSE142025,GSE162830,GSE166239",0.018143791250752522,-0.7860042074622092,-0.7654808421720012,-1.0279621122485627,-3.2714937866989855,0.0010698093926049825,False
EXOSC7,3,-0.8267322686188822,0.25448048046225136,-3.2487060190909864,0.0011593122392905702,0.0,1.1710799194732775,0.0,-1.174940821479726,0,3,True,"GSE142025,GSE162830,GSE166239",0.01818697797558361,-0.5868657774133563,-1.196727487124506,-0.7149702056977801,-3.2776855575417443,0.0010466191450919453,False
SLC4A1,3,-0.863172348092612,0.2657040459304724,-3.2486232758325437,0.001159649479503753,0.014773827814485172,2.144474691754084,6.737066765563468,-1.0849153637526967,0,3,True,"GSE142025,GSE162830,GSE166239",0.01818697797558361,-1.2473622473127512,-0.4245943778021221,-0.989019674734149,-3.562728976546147,0.0003670195397697438,False
RPS6KA3,3,-1.0066286346919768,0.31002596311602976,-3.2469172083992133,0.0011666232098850855,0.07673558001552733,2.7056001753034273,26.079247840982113,-0.7637694538226603,0,3,True,"GSE142025,GSE162830,GSE166239",0.018249859410703086,-1.231237119951876,-0.500076201460054,-1.5861186893138377,-3.7923581678786853,0.00014922348014001922,False
PTPDC1,3,-0.8348145946586608,0.25711334857931617,-3.2468737981572793,0.0011668011583748415,0.0,1.9783686161396083,0.0,-0.7704226712213647,0,3,True,"GSE142025,GSE162830,GSE166239",0.018249859410703086,-0.7177292747487187,-0.6385653766026488,-1.6717306610587157,-3.1240325457599885,0.0017839072387186223,False
GLRX2,3,-0.8265781148457138,0.2546080105536684,-3.2464733259894065,0.0011684439686741122,0.0,0.5599230788205923,0.0,-0.9024322068866083,0,3,True,"GSE142025,GSE162830,GSE166239",0.01825916386563025,-0.6443248661259008,-0.8741897265256348,-1.163036957413915,-3.2573451690812143,0.0011245959098993823,False
UCHL5,3,-1.626510445388236,0.5011763022815349,-3.2453857813782796,0.0011729160663059171,0.4906505225562555,5.859702890326236,65.86857665937647,-1.15078184655731,0,3,True,"GSE142025,GSE162830,GSE166239",0.01831262503522787,-2.333915414376226,-0.8413160686465666,-1.808471582044271,-5.898375757238751,3.6709722702718572e-09,False
FBXO4,3,-0.8253864543482635,0.25437225729071283,-3.244797459987782,0.001175341892955064,0.0,0.4341351420334061,0.0,-0.9963014460512488,0,3,True,"GSE142025,GSE162830,GSE166239",0.018334070853043002,-0.6960435598582296,-0.8108724592439913,-1.1609543843824468,-3.295222321196018,0.0009834384233421765,False
ATP1A2,3,-0.8243607755248648,0.2541715765508694,-3.243324004640931,0.0011814377537887825,0.0,0.5311522183390672,0.0,-1.495102254279951,0,3,True,"GSE142025,GSE162830,GSE166239",0.018396221109933643,-0.6158590510207509,-1.0048438149414654,-0.9549329265244756,-3.321488379370408,0.0008953871086838699,False
TRHDE,3,-1.3474901712229765,0.4157593947986723,-3.2410336076121298,0.0011909714212556962,0.27946835360072647,4.378920826343835,54.326646237404276,-1.1908336587458164,0,3,True,"GSE142025,GSE162830,GSE166239",0.01852005034432484,-1.8451244129854596,-0.6607293771847467,-1.6918968796256724,-5.094365888794087,3.49910422657996e-07,False
AMPH,3,-0.8209092800018944,0.25329644629749215,-3.24090326572427,0.0011915160948110736,0.0,1.1033054066089543,0.0,-0.8577952011262471,0,3,True,"GSE142025,GSE162830,GSE166239",0.01852005034432484,-1.134855293912303,-0.5447440687893732,-0.7407876343581441,-3.386037809199051,0.0007090961311779411,False
ABHD6,3,-1.061951837576719,0.3277399255615847,-3.2402272495700877,0.001194344729650056,0.10132154842964974,2.8948509066229757,30.911813267332484,-1.0591366833544524,0,3,True,"GSE142025,GSE162830,GSE166239",0.018547471095742046,-1.040457830512046,-0.6496752424946317,-2.024024511431656,-4.067873019467602,4.744422190722657e-05,False
BRWD1,3,-0.8591386521081084,0.26517103942203357,-3.239941488258619,0.0011955422969006833,0.010253106833966899,2.0958143589168152,4.571700661805523,-0.48373843102789965,0,3,True,"GSE142025,GSE162830,GSE166239",0.018549536047370887,-0.5062862309548928,-0.9721462878511854,-1.545377830726553,-2.9906982880355275,0.0027834035344392843,False
TCN2,3,-0.8823837775893506,0.2724395354570289,-3.238824262818956,0.0012002350153377825,0.02407556381915627,2.2342615435431816,10.484965120586565,-0.7349414704347822,0,3,True,"GSE142025,GSE162830,GSE166239",0.018605778387229113,-1.2719186703913987,-0.4325876573342881,-1.0199004281614272,-3.5539985937619725,0.0003794212423030459,False
