gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE142025,g_GSE162830,g_GSE166239,stouffer_z,stouffer_p,is_IEG
PREPL,3,-1.1512907754602457,0.34313244587489716,-3.3552372831568236,0.0007929693589185185,0.1341434400736992,3.214772882827518,37.78720696931716,-0.7040811754437769,0,3,True,"GSE142025,GSE162830,GSE166239",0.014389718680914374,-1.6031045939821025,-0.5876130673079448,-1.3836501113303843,-4.3906460780759,1.1301436154885687e-05,False
ALG10B,3,-1.018234000206542,0.3035494721949852,-3.354425204048712,0.0007953005057569307,0.06614119367569875,2.610793714902257,23.39494351529508,-0.8430760245365545,0,3,True,"GSE142025,GSE162830,GSE166239",0.014404137359444144,-1.295946464440737,-0.5116703942278242,-1.4917828266835709,-3.9486667895920515,7.8587651578879e-05,False
CKMT2,3,-0.9223564139395162,0.2749897419519604,-3.3541484398376142,0.0007960964346387001,0.024606908117319234,2.232546479258091,10.416198785494931,-0.8073924439621417,0,3,True,"GSE142025,GSE162830,GSE166239",0.014404137359444144,-1.1655523232415577,-0.4658407473088291,-1.3894465620816294,-3.6943510931239385,0.00022044903342365252,False
CDA,3,-0.8500023138076096,0.2534419256491993,-3.353834657112482,0.0007969997169150658,0.0,0.21817297794189638,0.0,-0.8983335269932645,0,3,True,"GSE142025,GSE162830,GSE166239",0.01440552185428227,-0.9888218120492132,-0.7749650651388129,-0.7123039734000393,-3.446293833550873,0.0005683320349626068,False
SPTLC1,3,-0.8511805638078599,0.2538634239625238,-3.352907443387804,0.0007996744361293794,0.0,0.08654352969153394,0.0,-0.8443007916019077,0,3,True,"GSE142025,GSE162830,GSE166239",0.014433721777911445,-0.90402290760387,-0.7568081814986691,-0.9221238472902648,-3.297317604575467,0.000976130517854309,False
NBR1,3,-0.8496192910307583,0.2534119566856117,-3.352719824837682,0.0008002166688167157,0.0,0.5657867923610996,0.0,-0.935672096264109,0,3,True,"GSE142025,GSE162830,GSE166239",0.014433721777911445,-1.0385687501930727,-0.8260210977801066,-0.5331404473119328,-3.2804610055165377,0.001036375900437812,False
SLC15A2,3,-1.4255427326986023,0.42535938309038634,-3.351384239702273,0.0008040864879606697,0.2744663355846637,4.136846918692181,51.65400027341891,-1.3780219713928596,0,3,True,"GSE142025,GSE162830,GSE166239",0.014473556783292055,-1.0280434083797487,-1.16312238379592,-2.878404591750674,-4.968064287762779,6.762454549916162e-07,False
CCDC66,3,-1.0000615909092019,0.298500806440148,-3.3502810355379156,0.0008072960791851349,0.05560808179423331,2.5032178099195055,20.10283755274525,-0.7501851769231941,0,3,True,"GSE142025,GSE162830,GSE166239",0.014501367921362671,-1.0472780740431802,-0.5952590436805654,-1.8205840000430225,-3.8224670260383027,0.00013212315080900864,False
MARK1,3,-1.0363172536883911,0.30945299484539235,-3.348868070273974,0.0008114242336815539,0.07909386250975474,2.7468537128889414,27.189424372492514,-0.6580891837607554,0,3,True,"GSE142025,GSE162830,GSE166239",0.014547311294199776,-1.5279351110282997,-0.563087517668099,-1.0475252564942423,-4.031399852477656,5.544562176741578e-05,False
DNAJC6,3,-0.9315843824859571,0.27818170132694914,-3.348834154231657,0.0008115235639326321,0.02861973326859366,2.2685411002636755,11.837612297721325,-0.8748114874513009,0,3,True,"GSE142025,GSE162830,GSE166239",0.014547311294199776,-1.138060474433198,-0.4806140371660965,-1.471810365192664,-3.726418936316355,0.00019421949615146267,False
DDX19B,3,-0.9631347829106609,0.2878327050936132,-3.3461617316816588,0.0008193858790511947,0.0416664225145651,2.3857298966869633,16.168213225756283,-0.7848255188389937,0,3,True,"GSE142025,GSE162830,GSE166239",0.014664552483215436,-1.129902207714451,-0.5123117396281566,-1.5911860247284624,-3.7120466687378038,0.00020559006728312088,False
CCT8,3,-0.8527587121784693,0.2548561393935046,-3.3460395115763224,0.0008197471372045359,0.0,0.5471031000799073,0.0,-1.078600078150905,0,3,True,"GSE142025,GSE162830,GSE166239",0.014664552483215436,-0.6434755886823534,-1.0505846930174103,-0.9550243384539993,-3.3460585845882567,0.0008196907514719303,False
USP42,3,-0.8867862943655931,0.2652039744177218,-3.343789610667068,0.0008264238484619847,0.013630050905481273,2.1333664214202406,6.251454043766888,-0.5375661784035213,0,3,True,"GSE142025,GSE162830,GSE166239",0.014768829882668328,-1.305821750121634,-0.469863084389629,-0.907824957269006,-3.4323737600210134,0.0005983223593238882,False
ALDH1L1,3,-0.9577057571742197,0.2865207217239666,-3.342535755919501,0.0008301665917189139,0.04205173491117624,2.3982493882541367,16.605837166252833,-0.9501520722154867,0,3,True,"GSE142025,GSE162830,GSE166239",0.01482015735665292,-1.2961934522745846,-0.4739311381119014,-1.2645850339632674,-3.864215249526588,0.00011144691372377576,False
PPP2R2A,3,-1.615686669591493,0.4834225148665765,-3.342183328050864,0.000831221412650446,0.4396362615255604,5.4683474400923835,63.42587917262602,-1.1215372497681133,0,3,True,"GSE142025,GSE162830,GSE166239",0.01482015735665292,-2.27827617520086,-0.8505894003132071,-1.83418032583534,-5.697538776389946,1.215493421833037e-08,False
MTERF1,3,-0.8509846391500719,0.25463530451453076,-3.3419742826804697,0.000831847675321772,0.0,0.35445613410888066,0.0,-1.037650176172912,0,3,True,"GSE142025,GSE162830,GSE166239",0.01482015735665292,-0.6789030535476964,-0.9815424921135184,-0.9900606375607888,-3.2706379833111288,0.001073051791948998,False
ZNF345,3,-0.847051612823846,0.2535009784402731,-3.341413583630086,0.0008335295918243914,0.0,0.15294141995809205,0.0,-0.8138473307100517,0,3,True,"GSE142025,GSE162830,GSE166239",0.014823433309148454,-0.9625351770645088,-0.7462188704307262,-0.8018114362619717,-3.330906827276459,0.0008656357088754943,False
TJP2,3,-0.850448930273074,0.2545383632679123,-3.3411424484486876,0.0008343440410500867,0.0,0.2444906750413663,0.0,-0.928072706342849,0,3,True,"GSE142025,GSE162830,GSE166239",0.014823433309148454,-0.7153335126370728,-0.9135231042853216,-1.0333618367970558,-3.239268672724835,0.0011983663114858319,False
SMCO3,3,-1.1003030088145889,0.329327257377947,-3.3410626790355353,0.0008345837968477177,0.11541775008349278,3.093236683767539,35.34280740638266,-1.070671288138213,0,3,True,"GSE142025,GSE162830,GSE166239",0.014823433309148454,-1.6639951709233691,-0.985441641322902,-0.4839585237270153,-4.552756163370794,5.2947629462958616e-06,False
DNMT3B,3,-0.8565543569635606,0.25645714792714613,-3.339951192184704,0.0008379311494990347,0.0,1.4641042589821052,0.0,-0.8559539612189718,0,3,True,"GSE142025,GSE162830,GSE166239",0.014867731516162098,-0.8812813771351182,-0.5735409745170648,-1.4735305340692126,-3.3838551381620823,0.0007147570378031439,False
B4GALT2,3,0.8635131599511441,0.2586623252337123,3.338380102981459,0.0008426838857169987,0.0060169827584429965,2.060265027003963,2.9251104209442538,0.6234481829088487,3,0,True,"GSE142025,GSE162830,GSE166239",0.014911747615358848,1.2385843323129253,0.826971023241808,0.2768302313902602,3.5124306644985963,0.00044402784499920873,False
FAM151A,3,-0.8530309218498732,0.2555298617782401,-3.3382827193409215,0.0008429793044724786,0.0,1.5312979394743593,0.0,-1.5889727528363295,0,3,True,"GSE142025,GSE162830,GSE166239",0.014911747615358848,-1.0640830379160258,-0.4752467345158486,-1.2142483461353768,-3.5103150730026016,0.0004475760107074261,False
LPCAT2,3,-0.8455199476803866,0.253384931678285,-3.336899088987332,0.0008471870161245132,0.0,0.7830998592819779,0.0,-0.8670769538361022,0,3,True,"GSE142025,GSE162830,GSE166239",0.014970980293056305,-1.0998907851040405,-0.7532286343638823,-0.5334333397137679,-3.451778536568747,0.000556904620702826,False
BTBD1,3,-0.9330436367257182,0.279704096858413,-3.335823991158869,0.0008504698988360511,0.0329663375089509,2.316037655298139,13.645618177889949,-0.6239508226118855,0,3,True,"GSE142025,GSE162830,GSE166239",0.015013766481579894,-1.3089950046834535,-0.4660422520852432,-1.1332670879543412,-3.583497204928124,0.00033902439357244004,False
ACOT12,3,-1.4351704831030834,0.43028443337321476,-3.3353994980763413,0.0008517693624543456,0.2953361623736098,4.36290770799647,54.15901197418549,-1.59737636754976,0,3,True,"GSE142025,GSE162830,GSE166239",0.015021487218020765,-1.5587693598087866,-0.7704138957540205,-2.4716646668870923,-5.225157306356739,1.7400711274395787e-07,False
EBNA1BP2,3,-1.1372910003738685,0.3410578821121767,-3.3345982017205054,0.000854227320923245,0.11957049403881546,3.02113125619924,33.79963231004677,-1.113672902765768,0,3,True,"GSE142025,GSE162830,GSE166239",0.015049602466902548,-0.8270115817067535,-0.9756152066708292,-2.2467423183947304,-4.165228201445338,3.1104128557105044e-05,False
SNX27,3,-1.0316439273288787,0.3095103964983679,-3.333147897454613,0.000858692830927051,0.07733945480121289,2.7203585947155298,26.480280802496857,-0.6568766168128782,0,3,True,"GSE142025,GSE162830,GSE166239",0.015112993824316098,-1.412596789859436,-0.5133111918181389,-1.3144776653022014,-3.9035623213020263,9.478712815032924e-05,False
EXOC6,3,-0.9110983166324206,0.27339523015810346,-3.332531866432109,0.000860596142479372,0.024133167973511917,2.2325450343292825,10.416140805829048,-0.7346417362072883,0,3,True,"GSE142025,GSE162830,GSE166239",0.015131208059092408,-1.278276347198051,-0.453278525966474,-1.111079869101643,-3.6680812616141845,0.00024437752130719337,False
NIPSNAP1,3,-0.8516010197211995,0.2556215478108925,-3.3314915233641003,0.0008638193079635747,0.0,0.7666893068786956,0.0,-0.9842482459542836,0,3,True,"GSE142025,GSE162830,GSE166239",0.015157804543741125,-0.639795464556374,-0.9083088843511744,-1.2529311781919807,-3.2629914753702196,0.001102428358979926,False
RTF1,3,-0.844767901132578,0.25357835525179545,-3.3313880449052906,0.0008641405137114084,0.0,0.028982388793678444,0.0,-0.8731670122774225,0,3,True,"GSE142025,GSE162830,GSE166239",0.015157804543741125,-0.8853349977360812,-0.7906959064837078,-0.8623282917109142,-3.0446933989185903,0.0023291762308158544,False
BST1,3,-0.8586093075714347,0.257755986665714,-3.3310935613106545,0.0008650552214605386,0.0,1.94400401454346,0.0,-0.9422608887540677,0,3,True,"GSE142025,GSE162830,GSE166239",0.015157804543741125,-0.7058360475723194,-0.7031297044174483,-1.6969983606397645,-3.4449937440325904,0.0005710726085987355,False
UGP2,3,-0.9168898210527858,0.27526607530679387,-3.3309219816894595,0.0008655885859172647,0.02609772235176587,2.2493360400913613,11.084872853468086,-0.6421981484791839,0,3,True,"GSE142025,GSE162830,GSE166239",0.015157804543741125,-1.2343560734465482,-0.4505421703144082,-1.2360976820180312,-3.6284181994691775,0.00028516307298854295,False
TTLL6,3,-0.8438676754262676,0.2536208715975583,-3.3272800858649516,0.000876981789822751,0.0,0.4174860643744135,0.0,-1.3962583003092242,0,3,True,"GSE142025,GSE162830,GSE166239",0.015341898299067886,-0.8188883846492543,-1.0268929321043208,-0.5836196888487233,-3.443015473269599,0.000575266398919972,False
RNGTT,3,-0.8451665806091165,0.254040834905409,-3.3268926270212056,0.0008782020529727323,0.0,0.4987345598668969,0.0,-0.7800158038154169,0,3,True,"GSE142025,GSE162830,GSE166239",0.015347836079234591,-0.9922313372289712,-0.6219713274004032,-0.9831421536907088,-3.2508891538678175,0.0011504470218833235,False
FGF1,3,-0.8515060743321596,0.25613693455358955,-3.324417370014263,0.0008860348537301575,0.002706501539665329,2.027056023425408,1.334744728943769,-0.8944109774879387,0,3,True,"GSE142025,GSE162830,GSE166239",0.015453725016410675,-1.3062261474706358,-0.582193217885272,-0.5315816102954427,-3.547746486514569,0.00038854200565709417,False
FXR2,3,-0.846638172469308,0.25475701191208305,-3.323316465815213,0.0008895393634519507,0.0,0.3751369879979113,0.0,-0.9450457825955386,0,3,True,"GSE142025,GSE162830,GSE166239",0.015499333868786788,-0.7655104416590492,-0.7806960384545347,-1.175110070239072,-3.1945149691416797,0.0014006602116958273,False
NOS2,3,-0.8414487949116494,0.2532208320752647,-3.3229840847436516,0.0008905999551245954,0.0,0.4033467862168384,0.0,-1.1692870702844467,0,3,True,"GSE142025,GSE162830,GSE166239",0.015502311306784165,-1.0298732838420606,-0.747957270642836,-0.6458496082165612,-3.459035150199124,0.0005421141517959378,False
USP8,3,-1.260278938775002,0.37953301916076787,-3.3206042034544443,0.0008982282072089644,0.2014803675216619,3.756272654473409,46.755728777617726,-0.6665551834221368,0,3,True,"GSE142025,GSE162830,GSE166239",0.015604698998037358,-1.6921319886919466,-0.6279407076688391,-1.6357233997753464,-4.578022614402483,4.693919580178669e-06,False
CRYZ,3,-0.8445206207077496,0.25433527599081457,-3.3205013241586268,0.0008985593285898956,0.0,0.5204733562506709,0.0,-0.7958493770896521,0,3,True,"GSE142025,GSE162830,GSE166239",0.015604698998037358,-0.942510508262144,-0.6254914191732919,-1.0836552015759442,-3.3392130798581094,0.0008401609240302619,False
EHHADH,3,-1.1012765319799454,0.3316953897009682,-3.320144223206642,0.0008997095512721523,0.11169777413760941,3.007178510507554,33.492474989040865,-0.966631714271117,0,3,True,"GSE142025,GSE162830,GSE166239",0.015604698998037358,-1.3898028791570596,-0.5487043873973754,-1.6231230968152002,-4.264681822549869,2.0018726883302156e-05,False
ARHGAP24,3,-0.8413780863524796,0.2534245288646656,-3.3200341345087176,0.0009000644222352815,0.0,0.17112447919482038,0.0,-0.7566307981916806,0,3,True,"GSE142025,GSE162830,GSE166239",0.015604698998037358,-0.9581005942842908,-0.7239216486623247,-0.8255063571268841,-3.235865256020758,0.0012127461686342873,False
LONP1,3,-0.8441115909590242,0.2542922841001424,-3.3194542018687683,0.000901935978057499,0.0,1.2963240350865561,0.0,-0.6623349105044273,0,3,True,"GSE142025,GSE162830,GSE166239",0.015621602864486942,-1.150703142655153,-0.5069456407989751,-0.9025958646782912,-3.277572133268266,0.0010470397415860064,False
PDE4D,3,-1.0811787452664687,0.3257448643133858,-3.3190968261169913,0.0009030910948824669,0.10941071702462278,3.0411827298314855,34.23611214210658,-0.7740388734823899,0,3,True,"GSE142025,GSE162830,GSE166239",0.015626076700329793,-1.5869416610945837,-1.0690773857074654,-0.3936552489001841,-4.3083063212526085,1.6450944315268223e-05,False
SLC45A1,3,-1.210983851936427,0.364907698784209,-3.3186031864253756,0.000904688901698345,0.1811098766768133,3.65778299901306,45.3220707587181,-1.4194212149205778,0,3,True,"GSE142025,GSE162830,GSE166239",0.01563819387221425,-1.8951450005279928,-0.8591031006206188,-0.8014023354393016,-4.94794420469205,7.500139947764311e-07,False
DECR1,3,-0.8494784763768557,0.2560003001537809,-3.3182714077544793,0.0009057642705694068,0.0,1.6903119869207683,0.0,-0.6639762811281692,0,3,True,"GSE142025,GSE162830,GSE166239",0.015641265263034037,-1.003551801780236,-0.4752501394869545,-1.3509055636796412,-3.2550070356373535,0.0011338955680957159,False
ZNF433,3,-0.8501951785901453,0.25630525050113245,-3.317119633436416,0.0009095066302174167,0.0,1.2914726388171873,0.0,-0.8541466217454782,0,3,True,"GSE142025,GSE162830,GSE166239",0.015690340123671553,-0.7956669431177998,-0.6447762700924118,-1.4828964174792203,-3.3309857735158666,0.0008653902500029619,False
GOLIM4,3,-1.8119510447675984,0.5464104219260035,-3.3160989835823043,0.00091283490885284,0.5998689772451815,6.35836080564001,68.54535215702207,-0.9820254572534951,0,3,True,"GSE142025,GSE162830,GSE166239",0.015732181455837668,-2.300082119574804,-0.9044542444048072,-2.5044514093864185,-5.975366072156276,2.2957407630899276e-09,False
CMBL,3,-1.258669359478643,0.37967355477889514,-3.315135709706291,0.0009159864374660606,0.19216699017424002,3.6141457554453407,44.66188871916271,-1.2399468166655792,0,3,True,"GSE142025,GSE162830,GSE166239",0.015750097154006288,-1.3213851224863982,-0.7063514014394251,-2.2556321723692365,-4.68714324135698,2.7704506658590096e-06,False
ITGA8,3,-0.8428616628056135,0.2542605375758184,-3.3149527285738514,0.0009165862324473356,0.0,0.45868732807326773,0.0,-0.8270383867762338,0,3,True,"GSE142025,GSE162830,GSE166239",0.015750097154006288,-0.9258084693915236,-0.6399221354723972,-1.0800572874834906,-3.37650815693487,0.000734121952357551,False
PDCD10,3,-0.8474541561487121,0.25570207656897337,-3.314224770951826,0.0009189760150792788,0.0,1.5989639917855936,0.0,-0.7966922938169815,0,3,True,"GSE142025,GSE162830,GSE166239",0.015751099639560888,-1.021686297877672,-0.4734900476053932,-1.292131248334599,-3.3868600165461342,0.0007069745037841621,False
INPP5F,3,-0.8430659671711027,0.25438523293819426,-3.314130924321126,0.0009192845201835344,0.0,0.33272864175881217,0.0,-0.8034412216288306,0,3,True,"GSE142025,GSE162830,GSE166239",0.015751099639560888,-0.8427674384567276,-0.7090799651297693,-1.1225492076939427,-3.194539453508253,0.001400541405128082,False
PCDH9,3,-0.8458504137644671,0.255233907773477,-3.314020543521079,0.0009196475014235096,0.0,0.9127931525335817,0.0,-0.886245626986167,0,3,True,"GSE142025,GSE162830,GSE166239",0.015751099639560888,-0.8949667021358775,-0.5978357760535127,-1.283014641803418,-3.3853918107619707,0.0007107672168636924,False
TDRD3,3,-0.8530072448039883,0.2574079416672754,-3.313834216920092,0.0009202605276097901,0.0,1.9096673383455725,0.0,-1.0727489414609646,0,3,True,"GSE142025,GSE162830,GSE166239",0.015751099639560888,-0.5063954713551252,-0.9965710008947176,-1.468479319447209,-3.1796845233962645,0.0014743546743627917,False
DGKI,3,-0.8903529324182535,0.26875157377094117,-3.312921743770355,0.0009232680927662425,0.01416514906061431,2.1307882190132297,6.138020561883801,-0.9721337877128636,0,3,True,"GSE142025,GSE162830,GSE166239",0.015769565255170762,-0.8079021984320103,-0.6378438982256821,-1.752865666798276,-3.521869709410168,0.00042851469241830944,False
BSND,3,-0.843798579345488,0.25469962177771005,-3.312916499271114,0.0009232854052377322,0.0,1.57031742647747,0.0,-1.1347343642124088,0,3,True,"GSE142025,GSE162830,GSE166239",0.015769565255170762,-1.1549294815247866,-0.462087768900024,-0.9908932164962576,-3.484157983461034,0.0004936879847049624,False
PAXIP1,3,-0.8412749920441144,0.25395917267552454,-3.312638733151743,0.0009242027612690693,0.0,0.09392145459637294,0.0,-0.9281887401239984,0,3,True,"GSE142025,GSE162830,GSE166239",0.015769565255170762,-0.7605041860923714,-0.8697960820743945,-0.9642234447554672,-3.2630461722239996,0.0011022156076123842,False
C1QTNF7,3,-1.0990082900936793,0.3319348071306222,-3.3109160789552274,0.0009299109205503018,0.1144062884543168,3.045131339790595,34.32138791959186,-1.3747631694317768,0,3,True,"GSE142025,GSE162830,GSE166239",0.015807578419188742,-1.4934770759150926,-0.5436912648346185,-1.4177267794320942,-4.366017122106758,1.2653256546979328e-05,False
RMND5A,3,-1.1158565248785135,0.3371068915741366,-3.3100970427153493,0.0009326363074862346,0.12687043961690875,3.176311977344551,37.03389294674912,-0.7704184128778163,0,3,True,"GSE142025,GSE162830,GSE166239",0.01582264405721088,-1.6720338476741186,-0.6229203698996113,-1.067009743033677,-4.276505550650549,1.89849825501024e-05,False
ENY2,3,-0.8458181654687552,0.25552864028384664,-3.3100718750321,0.0009327201713760218,0.0,0.7698540844107391,0.0,-0.7371137282887109,0,3,True,"GSE142025,GSE162830,GSE166239",0.01582264405721088,-0.6746673774073726,-0.8305019064547442,-1.3049403786222649,-3.191288448425422,0.0014163979514325265,False
ZNF182,3,-0.8402651644321089,0.2538694679624399,-3.3098315097758286,0.0009335214698584013,0.0,0.39956772814350466,0.0,-1.0786779873948484,0,3,True,"GSE142025,GSE162830,GSE166239",0.01582264405721088,-0.7220271514468031,-1.0541265543735536,-0.7154250424861738,-3.3407196225393743,0.0008356156197044991,False
HSPA4,3,-0.9165483894783377,0.27698609363455645,-3.309005074773148,0.0009362814003259117,0.03014665660347799,2.2923676142437577,12.75395850242844,-0.6877179275403176,0,3,True,"GSE142025,GSE162830,GSE166239",0.01585400108773439,-1.3418999709165311,-0.4755229681114796,-0.9740366562572066,-3.6777297688130948,0.00023531907042454047,False
SUCLG1,3,-0.9685990655377711,0.2928940884913391,-3.3069942467152686,0.000943028288113536,0.04816907789019302,2.4400701405818244,18.035143058506158,-0.9759466337034411,0,3,True,"GSE142025,GSE162830,GSE166239",0.01593726953645999,-1.0270654056200406,-0.5651915808539169,-1.7598712400453156,-3.777918938932177,0.00015814433250847131,False
ZBTB43,3,-0.8367529126613932,0.2531145736157191,-3.305826688319256,0.000946966410775203,0.0,0.23004631167754316,0.0,-0.9982451330937033,0,3,True,"GSE142025,GSE162830,GSE166239",0.015982130242407123,-0.9142322317422804,-0.8825652691118256,-0.6042289619878269,-3.214452436591489,0.0013069356506217851,False
TPD52,3,-1.6541661829425465,0.5005364469042018,-3.3047866807172563,0.0009504871333906279,0.4994844160278716,6.004698756158687,66.69275044066598,-1.4323023785952487,0,3,True,"GSE142025,GSE162830,GSE166239",0.016001236446841958,-2.641594375903113,-1.215807394107527,-1.074998014370152,-6.307631811089661,2.8333725275761283e-10,False
STT3B,3,-0.8402704637124501,0.2542679957943459,-3.3046646751094384,0.0009509009508837508,0.0,1.0808239383289058,0.0,-0.7116011248803608,0,3,True,"GSE142025,GSE162830,GSE166239",0.016001236446841958,-1.0881567748480143,-0.5192964380368648,-0.9802046681310068,-3.2292285477767657,0.0012412465544855663,False
ZFAT,3,-0.8461858159882161,0.2561331456707769,-3.3036950909737737,0.0009541955152199091,0.0,1.1948158957455142,0.0,-1.0081963925824302,0,3,True,"GSE142025,GSE162830,GSE166239",0.016032693015613976,-0.7606862271060131,-0.6785084460290248,-1.464340639530235,-3.3724974282938436,0.0007448978212292915,False
KHDRBS2,3,-0.8372266035862785,0.253501312074247,-3.3026519536950825,0.0009577518110385768,0.0,0.05932210578900293,0.0,-1.058416941779346,0,3,True,"GSE142025,GSE162830,GSE166239",0.016076943695121543,-0.7844702152432474,-0.9172929378197744,-0.8020520353037638,-3.370494876303476,0.0007503330133484049,False
CDH2,3,-0.9640471533266646,0.2921833656566164,-3.2994594033790574,0.0009687123768190803,0.047060679587285534,2.4297253605043947,17.686170111637086,-0.7852664822290093,0,3,True,"GSE142025,GSE162830,GSE166239",0.01624527858873499,-1.0041634105055222,-0.5733375447267017,-1.775410493899404,-3.7382975407220087,0.00018527060377070617,False
WARS2,3,-1.2953081384857894,0.3928049607100695,-3.2975859982630418,0.0009751980593503723,0.23772577539715703,4.119394158372591,51.4491713317834,-0.998268062057644,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-2.029831409830769,-0.8650707374223864,-0.9448951577234416,-5.05230931519937,4.365000530703027e-07,False
FBXL20,3,-0.8901433378251341,0.26994990858439344,-3.2974389304038305,0.0009757089031239305,0.01881870756670724,2.1802195741624883,8.266120362290486,-0.5346500563939104,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.1723921288220194,-0.4336629658093571,-1.2669968901609123,-3.4130496899588336,0.0006424022784135681,False
SEC31B,3,-0.8356824362568412,0.2534581330724864,-3.297122195790201,0.0009768099301177614,0.0,0.5121061388791874,0.0,-1.1346154946836224,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-0.8161897212031698,-1.033828751419332,-0.5418000236776915,-3.3235289889744952,0.0008888618390294712,False
PAPOLG,3,-0.8416963513368676,0.25534695602345087,-3.296285040733232,0.0009797255745467271,0.0,1.2653922696553508,0.0,-0.7115970580746668,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-0.9607921789202056,-0.5207588427380824,-1.2862010098762604,-3.336036259456337,0.0008498207902123951,False
ANXA9,3,-0.9772313917052143,0.29646665122943133,-3.29626076880043,0.0009798102289436208,0.05162649702531239,2.463024806785893,18.79903139871799,-1.1865935936458942,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-0.6996544533602643,-0.880879712340147,-1.9215697541671368,-3.768500122121278,0.00016423140495752696,False
RNLS,3,-1.0233361551614728,0.31047265762202686,-3.296058863925127,0.0009805146849252999,0.0744813511035982,2.670655524280809,25.112019059867798,-1.037142866538185,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.091567768209316,-0.58469508215874,-1.8424832030608835,-3.9926609463213567,6.533595758791747e-05,False
SCO1,3,-0.8340531778120324,0.2530521770096676,-3.295973137508982,0.0009808139303959659,0.0,0.5820151031123612,0.0,-0.7700681551696773,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.0532388772580077,-0.7497670353876067,-0.5681476558327272,-3.2826044230094764,0.001028528841268764,False
LARS2,3,-0.8370411129013539,0.25397636322628075,-3.295744148267807,0.000981613678550775,0.0,0.7695082766195,0.0,-0.6992768677074626,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.0382568481509356,-0.5633709490504805,-0.9696637664699428,-3.2316767657072467,0.0012306618023928152,False
LRRIQ1,3,-0.8373322536947063,0.25407015356612633,-3.2956734269725056,0.0009818607956860407,0.0,1.6166955366646716,0.0,-0.9493897526687333,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.2154785384504851,-0.493839478994641,-0.7778913091834337,-3.4602718896656564,0.0005396302221508148,False
LCA5,3,-0.8405544810355707,0.2550681965699963,-3.295410765978832,0.0009827791004322973,0.0,1.879430620263854,0.0,-0.7221126585465086,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.1556442998802026,-0.4192175233952119,-1.0712752180046023,-3.402182393019503,0.0006685000674435685,False
TENM1,3,-0.8874319045425015,0.2692971468103385,-3.295363189152186,0.0009829455216563805,0.01851478281988176,2.178613502995207,8.198494260209316,-0.8205431601627554,0,3,True,"GSE142025,GSE162830,GSE166239",0.016311278827943594,-1.218878472732993,-0.4308623463938198,-1.157278281046802,-3.610219206198533,0.0003059383408402935,False
MBOAT2,3,-0.8398803775075371,0.2548897466863627,-3.2950732166602013,0.0009839603944140868,0.0,1.7125704124661523,0.0,-0.6419150266389195,0,3,True,"GSE142025,GSE162830,GSE166239",0.016312584122046666,-1.1415679970998474,-0.4370968538698119,-1.0548075399213426,-3.35974568655239,0.0007801425020267111,False
CYP27B1,3,-1.1660687730207855,0.35391967659703727,-3.294727165871701,0.0009851728050189832,0.16033826545539795,3.4849844793789746,42.61093523273307,-1.7706959250632481,0,3,True,"GSE142025,GSE162830,GSE166239",0.01631715870213951,-1.8260607994728049,-0.8175762783139712,-0.7744552853041009,-4.804826384540998,1.5488584612415932e-06,False
SLC17A3,3,-0.8335970315278828,0.253101592947386,-3.293527400679649,0.000989386976898684,0.0,0.4784902551880584,0.0,-1.1616389978225927,0,3,True,"GSE142025,GSE162830,GSE166239",0.016353642485244096,-1.044888066351822,-0.6989895383873852,-0.6707167523507064,-3.4330082745651294,0.0005969238803102535,False
ERBB3,3,-1.1610160407981795,0.3525349042102169,-3.293336424088846,0.00099005931942325,0.1401279641104198,3.1918004506169595,37.339441141647505,-0.9556223045837499,0,3,True,"GSE142025,GSE162830,GSE166239",0.016353642485244096,-1.0005339357837255,-0.8140131880545962,-2.3070843055378742,-4.19508697255342,2.7276690383894554e-05,False
ZNF654,3,-1.704021168103831,0.5174625882228626,-3.293032591894232,0.0009911298475905512,0.5435295611067372,6.256371014559046,68.03258637721693,-1.3618413174346582,0,3,True,"GSE142025,GSE162830,GSE166239",0.016353642485244096,-2.6800847880832657,-1.091734965026597,-1.3471012324403846,-6.36846016490254,1.9093534611568532e-10,False
EIF2AK1,3,-0.8344218009849966,0.2535019575370677,-3.291579319907166,0.0009962651724011308,0.0,1.59447659834959,0.0,-0.5087508884885169,0,3,True,"GSE142025,GSE162830,GSE166239",0.016422823428493192,-1.187910984722282,-0.7433459577644688,-0.359768410765692,-3.1669939368227795,0.001540235297158267,False
